"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1536","Guest can add product to basket","tests","2026-07-04","passed","2026-07-04","TestProductPage","test_product_page","",""
"","1169","Guest can go to Login page from Main page","tests","2026-07-04","passed","2026-07-04","TestMainPage","test_main_page","",""
"","6285","Empty basket opened from Product page has no products","tests","2026-07-04","passed","2026-07-04","TestProductPage","test_product_page","",""
"","6131","Guest see no messages on Product page","tests","2026-07-04","passed","2026-07-04","TestProductPage","test_product_page","",""
"","1671","Guest can add product to basket","tests","2026-07-04","passed","2026-07-04","TestProductPage","test_product_page","",""
"","1411","Guest can add product to basket","tests","2026-07-04","passed","2026-07-04","TestProductPage","test_product_page","",""
"","1170","Guest can add product to basket","tests","2026-07-04","passed","2026-07-04","TestProductPage","test_product_page","",""
"","1080","Guest should see login link on Main page","tests","2026-07-04","passed","2026-07-04","TestMainPage","test_main_page","",""
"","1512","Guest can add product to basket","tests","2026-07-04","passed","2026-07-04","TestProductPage","test_product_page","",""
"","1490","Guest can go to Login page from Product page","tests","2026-07-04","passed","2026-07-04","TestProductPage","test_product_page","",""
"","1355","Guest can add product to basket","tests","2026-07-04","passed","2026-07-04","TestProductPage","test_product_page","",""
"","6340","Guest can add product to basket","tests","2026-07-04","skipped","2026-07-04","TestProductPage","test_product_page","",""
"","1653","Guest can add product to basket","tests","2026-07-04","passed","2026-07-04","TestProductPage","test_product_page","",""
"","1332","Guest can add product to basket","tests","2026-07-04","passed","2026-07-04","TestProductPage","test_product_page","",""
"","6350","Empty basket opened from Main page has no products","tests","2026-07-04","passed","2026-07-04","TestMainPage","test_main_page","",""
"","1351","Guest can add product to basket","tests","2026-07-04","passed","2026-07-04","TestProductPage","test_product_page","",""
"","962","Guest should see login link on Product page","tests","2026-07-04","passed","2026-07-04","TestProductPage","test_product_page","",""
