"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1747","Guest can go to Login page from Product page","tests","2026-07-24","passed","2026-07-24","TestProductPage","test_product_page","",""
"","1042","Guest can add product to basket","tests","2026-07-24","passed","2026-07-24","TestProductPage","test_product_page","",""
"","11715","Guest can add product to basket","tests","2026-07-24","skipped","2026-07-24","TestProductPage","test_product_page","",""
"","5579","Authorized user see no messages on Product page","tests","2026-07-24","passed","2026-07-24","TestProductPage","test_product_page","",""
"","1994","Authorized user can add product to basket","tests","2026-07-24","passed","2026-07-24","TestProductPage","test_product_page","",""
"","1636","Guest should see login link on Main page","tests","2026-07-24","passed","2026-07-24","TestMainPage","test_main_page","",""
"","1857","Guest can add product to basket","tests","2026-07-24","passed","2026-07-24","TestProductPage","test_product_page","",""
"","869","Guest should see login link on Product page","tests","2026-07-24","passed","2026-07-24","TestProductPage","test_product_page","",""
"","2526","Guest can add product to basket","tests","2026-07-24","passed","2026-07-24","TestProductPage","test_product_page","",""
"","1579","Guest can add product to basket","tests","2026-07-24","passed","2026-07-24","TestProductPage","test_product_page","",""
"","6866","Empty basket opened from Main page has no products","tests","2026-07-24","passed","2026-07-24","TestMainPage","test_main_page","",""
"","1469","Guest can add product to basket","tests","2026-07-24","passed","2026-07-24","TestProductPage","test_product_page","",""
"","5966","Empty basket opened from Product page has no products","tests","2026-07-24","passed","2026-07-24","TestProductPage","test_product_page","",""
"","2563","Guest can add product to basket","tests","2026-07-24","passed","2026-07-24","TestProductPage","test_product_page","",""
"","1413","Guest can add product to basket","tests","2026-07-24","passed","2026-07-24","TestProductPage","test_product_page","",""
"","5550","Guest see no messages on Product page","tests","2026-07-24","passed","2026-07-24","TestProductPage","test_product_page","",""
"","916","Guest can add product to basket","tests","2026-07-24","passed","2026-07-24","TestProductPage","test_product_page","",""
"","1958","Guest can add product to basket","tests","2026-07-24","passed","2026-07-24","TestProductPage","test_product_page","",""
"","998","Guest can go to Login page from Main page","tests","2026-07-24","passed","2026-07-24","TestMainPage","test_main_page","",""
